STRINGS.UI.CONTROLSSCREEN.INPUTS.10.7		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.8		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.9		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.10		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.11		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.12		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.13		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.14		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.15		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.16		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.17		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.18		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.19		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.20		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.21		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.22		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.23		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.24		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.25		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.26		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.27		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.28		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.rstick		
STRINGS.UI.CONTROLSSCREEN.INPUTS.10.dpad		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.2		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.3		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.4		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.5		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.6		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.7		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.8		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.9		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.10		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.11		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.12		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.13		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.14		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.15		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.16		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.21		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.22		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.23		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.24		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.25		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.26		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.27		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.28		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.29		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.30		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.31		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.32		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.33		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.rstick		
STRINGS.UI.CONTROLSSCREEN.INPUTS.14.dpad		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.2		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.3		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.4		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.5		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.6		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.7		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.8		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.9		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.10		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.11		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.12		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.13		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.14		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.15		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.16		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.21		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.22		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.23		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.24		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.25		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.26		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.27		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.28		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.29		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.30		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.31		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.32		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.33		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.rstick		
STRINGS.UI.CONTROLSSCREEN.INPUTS.12.dpad		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.1		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.2		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.3		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.4		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.5		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.6		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.7		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.8		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.9		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.10		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.11		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.12		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.13		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.14		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.15		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.16		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.17		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.18		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.19		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.20		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.21		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.22		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.23		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.24		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.25		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.26		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.rstick		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.285		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.284		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.dpad		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.282		
STRINGS.UI.CONTROLSSCREEN.INPUTS.11.283		
STRINGS.UI.CRAFTING_FILTERS.FAIRY_FURNITURE	童话家具	
STRINGS.UI.CRAFTING_FILTERS.FAIRY_TALES	童话工具	
STRINGS.UI.CRAFTING_FILTERS.FAIRY_LOTUS	崇子	
STRINGS.UI.CRAFTING_FILTERS.FAIRY_FESTIVAL	童话节日庆典	
STRINGS.ACTIONS.FOLLOW	跟随	
STRINGS.ACTIONS.FT_GOTOBED	睡大觉	
STRINGS.ACTIONS.FT_COOK	烹饪	
STRINGS.ACTIONS.FT_PICK	采集	
STRINGS.ACTIONS.FT_TRADE	交易	
STRINGS.ACTIONS.FT_PLAYPIANO	弹钢琴	
STRINGS.ACTIONS.FT_WORK_ROBOT_WORKONDEERCLOPS_TARGET	放置	
STRINGS.ACTIONS.FT_CHANGEMASK	切换	
STRINGS.ACTIONS.FT_REPAIR	修复	
STRINGS.ACTIONS.FT_SITSWING	坐上	
STRINGS.ACTIONS.FT_HAMMER	敲	
STRINGS.ACTIONS.GK_WORK_ROBOT_REPAIR	修理	
STRINGS.ACTIONS.FT_OPEN_TASK_UI	打开任务面板	
STRINGS.ACTIONS.FT_HOMESIGN_RIGHT	MOD介绍	
STRINGS.ACTIONS.JUMPIN.FT_TELEGATE	启动	
STRINGS.ACTIONS.FT_THROWCOIN	投币	
STRINGS.ACTIONS.FT_UPGRADE	升级	
STRINGS.ACTIONS.FT_CUTFUNGI	刮皮	
STRINGS.ACTIONS.FT_HEXSTICK	施放魔法	
STRINGS.ACTIONS.FT_HOTPOT	吃火锅	
STRINGS.ACTIONS.FT_WORK_ROBOT_WORKONDEERCLOPS_START	拾取	
STRINGS.ACTIONS.FT_WORK_ROBOT_HARVEST	收获	
STRINGS.ACTIONS.FT_DRAGONFLY_WORK	工作	
STRINGS.ACTIONS.GK_WORK_ROBOT_LAND	降落	
STRINGS.ACTIONS.CARE_PLANT	照顾植物	
STRINGS.ACTIONS.FT_COOK_CLOSE	关闭	
STRINGS.ACTIONS.FT_BEARGER_WORK	工作	
STRINGS.ACTIONS.FT_DEERCLOPS_WORK	工作	
STRINGS.ACTIONS.FT_RUMMAGE	打开	
STRINGS.ACTIONS.WAIT	等着	
STRINGS.ACTIONS.FT_SINK	洗手手	
STRINGS.ACTIONS.FT_HOMESIGN_LEFT	童话岛线索	
STRINGS.ACTIONS.APPLYCONSTRUCTION.NOCHANGXIAOWU	升级	
STRINGS.ACTIONS.FT_SHOWER	洗澡澡	
STRINGS.CHARACTER_QUOTES.thsj_peiling	"我要复活所有的精灵！！"	
STRINGS.RECIPE_DESC.TURF_FT_TURF14	使用蓝图解锁配方	
STRINGS.RECIPE_DESC.FT_ROASTER	烘焙各类食物	
STRINGS.RECIPE_DESC.FT_SWING	每秒恢复5血量和5精神值，降低5潮湿度	
STRINGS.RECIPE_DESC.FT_BOTTLELAMP	发光的瓶灯	
STRINGS.RECIPE_DESC.FT_POTION_RED	永久提升25%攻击伤害，死亡后效果消失	
STRINGS.RECIPE_DESC.TURF_FT_TURF7	使用蓝图解锁配方	
STRINGS.RECIPE_DESC.FT_TENTACLE_UMBRELLA	好像可以当武器~	
STRINGS.RECIPE_DESC.FT_FIREPLACE	暖呼呼的壁炉~	
STRINGS.RECIPE_DESC.FT_HOTPOT_ITEM	大家一起来吃火锅，三维各回150点了~	
STRINGS.RECIPE_DESC.FT_DEERCLOPS_ICEBOX_1	独眼巨鹿冰箱	
STRINGS.RECIPE_DESC.TURF_FT_TURF4	使用蓝图解锁配方	
STRINGS.RECIPE_DESC.FT_POTION_GREEN	永久提升2倍工作效率，死亡后效果消失	
STRINGS.RECIPE_DESC.FT_LOTUSLEAF_ITEM	可以踩上去的荷叶	
STRINGS.RECIPE_DESC.FT_BUCKET	打水	
STRINGS.RECIPE_DESC.FT_VICIOUSHAT2	你是没被骂过吗	
STRINGS.RECIPE_DESC.THSJ_ROCKTIPS	建家用的小石头	
STRINGS.RECIPE_DESC.FT_WISHSTICK	2025年除夕庆典	
STRINGS.RECIPE_DESC.FT_FOXMASK_MALE	周围亮起来了耶	
STRINGS.RECIPE_DESC.FT_PEBBLE_ITEM	好多个安静的鹅卵石	
STRINGS.RECIPE_DESC.FT_HEXSTICK	召唤月圆、催熟植物、呼风唤雨、召唤月黑、召唤雷电	
STRINGS.RECIPE_DESC.TURF_FT_TURF10	使用蓝图解锁配方	
STRINGS.RECIPE_DESC.FT_POTION_BLUE	永久加速15%，死亡后效果消失	
STRINGS.RECIPE_DESC.FT_BUILDSTAFF	改造你的小家	
STRINGS.RECIPE_DESC.FT_WANXIANGBAG	14格背包，90%护甲，无耐久，可升级堆叠功能	
STRINGS.RECIPE_DESC.TURF_FT_TURF2	使用蓝图解锁配方	
STRINGS.RECIPE_DESC.FT_DISPLAYCASE	物品展示柜，箱子	
STRINGS.RECIPE_DESC.TURF_FT_TURF11	使用蓝图解锁配方	
STRINGS.RECIPE_DESC.FT_TENT	大家一起搭建的营地帐篷	
STRINGS.RECIPE_DESC.FT_COIN	装满植物的小推车~耶	
STRINGS.RECIPE_DESC.THSJ_TMB	攻击力不错的藤蔓鞭	
STRINGS.RECIPE_DESC.FT_COFFEETABLE	一个会发光的茶几	
STRINGS.RECIPE_DESC.TURF_FT_TURF15	使用蓝图解锁配方	
STRINGS.RECIPE_DESC.NOCHANGXIAOWU0	给小动物建造一个安心的家，他们会帮助你照顾农田~	
STRINGS.RECIPE_DESC.FT_TASK_MAIL	工会邮箱	
STRINGS.RECIPE_DESC.FT_STONECONTAINER	是个奇形怪状的箱子呢	
STRINGS.RECIPE_DESC.FT_TREELAMP	会发光的树	
STRINGS.RECIPE_DESC.TURF_FT_TURF12	使用蓝图解锁配方	
STRINGS.RECIPE_DESC.FT_PIANO	成为贝多芬的第一步	
STRINGS.RECIPE_DESC.FT_TASK_STRUCTURE	任务建筑	
STRINGS.RECIPE_DESC.FT_BOOKCASE	魔法会修复书籍	
STRINGS.RECIPE_DESC.FT_FLOWERRACK	花架，内带9格子	
STRINGS.RECIPE_DESC.FT_LANTERN	发光的灯笼	
STRINGS.RECIPE_DESC.FT_MAGICSTONE	炎炎夏日，寒冰酷暑必备	
STRINGS.RECIPE_DESC.FT_BEACHUMBRELLA	100%防雨，恢复精神值	
STRINGS.RECIPE_DESC.THSJ_FEILIAO	可将催熟到成熟状态	
STRINGS.RECIPE_DESC.FT_PUZZLE	拼图小地毯	
STRINGS.RECIPE_DESC.FT_FESTIVALHAT	2025年除夕庆典	
STRINGS.RECIPE_DESC.FT_SINK	洗干净你的手手，增加卫生值	
STRINGS.RECIPE_DESC.FT_FOXBAG	14个格子、有返鲜效果	
STRINGS.RECIPE_DESC.FT_POTTEDPLANT	用植物装饰你的小家	
STRINGS.RECIPE_DESC.FT_HJMHAMMER	小猫咪我呀可是很凶的哦~	
STRINGS.RECIPE_DESC.FT_DOODLINGCARPET	涂鸦小地毯	
STRINGS.RECIPE_DESC.FT_CARPET	毛茸茸的大地毯	
STRINGS.RECIPE_DESC.FT_LOTUSLEAF	可以踩上去的荷叶	
STRINGS.RECIPE_DESC.FT_ROSELIGHT	照亮你回家的路	
STRINGS.RECIPE_DESC.FT_BUNDLEWRAP	这是瓶子，还是一个小行李箱？	
STRINGS.RECIPE_DESC.FT_SWING_DOUBLE	每秒恢复5血量和5精神值，降低5潮湿度	
STRINGS.RECIPE_DESC.FT_STONESWORD2	升级后的石中剑，加攻击加移速	
STRINGS.RECIPE_DESC.FT_DRAGONFLY_FACTORY_1	龙蝇熔炉	
STRINGS.RECIPE_DESC.FT_ARTCRAFT	小型摆件	
STRINGS.RECIPE_DESC.FT_ELEPHANTSPRINKLER	仓库，防火防枯萎	
STRINGS.RECIPE_DESC.TURF_FT_TURF9	使用蓝图解锁配方	
STRINGS.RECIPE_DESC.TURF_FT_TURF8	使用蓝图解锁配方	
STRINGS.RECIPE_DESC.TURF_FT_TURF6	使用蓝图解锁配方	
STRINGS.RECIPE_DESC.TURF_FT_TURF5	使用蓝图解锁配方	
STRINGS.RECIPE_DESC.TURF_FT_TURF3	使用蓝图解锁配方	
STRINGS.RECIPE_DESC.TURF_FT_TURF1	使用蓝图解锁配方	
STRINGS.RECIPE_DESC.FT_MAGICSTAFF	多用工具	
STRINGS.RECIPE_DESC.FT_PLANTMA_CART	装满植物的小推车~耶	
STRINGS.RECIPE_DESC.FT_VICIOUSHAT	这是一个被诅咒的帽子，或许可以挡雨	
STRINGS.RECIPE_DESC.FT_HJMWELL	咕噜咕噜咕噜··？！有水源吗？	
STRINGS.RECIPE_DESC.FT_CLOCK	它会帮我记录时间	
STRINGS.RECIPE_DESC.THSJ_WINGS	耐久度500,护甲90%	
STRINGS.RECIPE_DESC.FT_PILLAR_1	它？好像会发光？	
STRINGS.RECIPE_DESC.FT_AUTUMNHAT	发光头盔	
STRINGS.RECIPE_DESC.TURF_FT_TURF13	使用蓝图解锁配方	
STRINGS.RECIPE_DESC.FT_BEARGER_FACTORY	熊獾木材厂	
STRINGS.RECIPE_DESC.COMMAND_STAFF	有了这个，我就是混乱的指挥大师！	
STRINGS.RECIPE_DESC.FT_BED	一个平平无奇的床	
STRINGS.RECIPE_DESC.FT_SHOWER	洗去身上的污渍，增加卫生值	
STRINGS.CHARACTER_SURVIVABILITY.thsj_peiling	我要复活所有精灵！生存我一定能克服！	
STRINGS.FT_VICIOUSHAT.low_sanity.1	你再不做点什么，我就要换个头玩玩了~	
STRINGS.FT_VICIOUSHAT.low_sanity.2	换个头~换个头~终于要换头了~好耶！	
STRINGS.FT_VICIOUSHAT.low_sanity.3	真是个愚蠢的人类，你困了不知道睡觉吗？！	
STRINGS.FT_VICIOUSHAT.chatting_1.1	知道我为什么在你头上吗？因为你是我的跟班！	
STRINGS.FT_VICIOUSHAT.chatting_1.2	岛屿的东边有个老太婆，从我出生就一直站在那里，说是要等到充满智慧的人	
STRINGS.FT_VICIOUSHAT.chatting_1.3	什么？！你说地里会长出来小精灵？！！	
STRINGS.FT_VICIOUSHAT.chatting_1.4	天气这么好，你为什么不戴着我去海边晒晒太阳！！	
STRINGS.FT_VICIOUSHAT.chatting_1.5	我刚来这个世界的时候，可吓人了，那些生物他们长的可真丑，一个眼睛瞪老大了！	
STRINGS.FT_VICIOUSHAT.built.1	把你的臭手拿开！	
STRINGS.FT_VICIOUSHAT.built.2	呦，这是那个倒霉蛋？	
STRINGS.FT_VICIOUSHAT.built.3	啥？你去找了岛屿上的老太婆吗？	
STRINGS.FT_VICIOUSHAT.built.4	看什么看？没见过靓仔？	
STRINGS.FT_VICIOUSHAT.built.5	我猜你肯定在夸我真好看，真是个没见过世面的小可爱	
STRINGS.FT_VICIOUSHAT.built.6	靓仔我终于重见天日	
STRINGS.FT_VICIOUSHAT.on_dropped.1	你给我回来！！回来！#$@!%	
STRINGS.FT_VICIOUSHAT.chatting_4.5	但是，他拿我没辙啊！！啊哈哈哈哈哈，想打我也是先打你！！哈哈哈哈	
STRINGS.FT_VICIOUSHAT.chatting_3.2	可是这世间哪有那么多聪明的人。。。真是痴心妄想！	
STRINGS.FT_VICIOUSHAT.chatting_3.3	植物天天吃粑粑，一点营养都没有，怎么可能会成精！	
STRINGS.FT_VICIOUSHAT.chatting_3.4	就会爬到你的头皮上，那不是很好玩！！哈哈哈哈	
STRINGS.FT_VICIOUSHAT.chatting_3.5	啊对，独眼巨鹿，妈耶，太暴力了！能拆城墙呢！！不仅丑还暴力！	
STRINGS.FT_VICIOUSHAT.equipped.1	BIG胆，居然想控制我，放我下来	
STRINGS.FT_VICIOUSHAT.chatting_2.1	看到大哥要说大哥好，要贴地鞠躬！	
STRINGS.FT_VICIOUSHAT.chatting_2.2	那个人会让大陆重新焕发生机，什么虫子飞哇，植物种满地哇，想的还挺多！	
STRINGS.FT_VICIOUSHAT.chatting_2.3	那老太婆说的是真的？？！不对不对！	
STRINGS.FT_VICIOUSHAT.chatting_2.4	哦，对，也不用提醒你，等帽子上长满小虫子	
STRINGS.FT_VICIOUSHAT.chatting_2.5	生怕别人不知道他只有一只眼睛。他们好像叫他独····眼···什么鹿？	
STRINGS.FAIRY_CURSE.1	在干了在干了, 别催了!	
STRINGS.FAIRY_CURSE.2	在催我就哭给你看!	
STRINGS.CHARACTER_TITLES.thsj_peiling	植物精灵	
STRINGS.CHARACTER_DESCRIPTIONS.thsj_peiling	*孩童状态，三维偏低\n*对世界充满好奇心，通过发现新鲜事物升级人物三维\n*喜欢和植物待在一起	
STRINGS.RMB		
STRINGS.LMB		
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_TASK_STRUCTURE	任务建筑	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_CARAMBOLA	会发光的杨桃耶~！	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_ROSELIGHT	这路灯是怎么亮起来的？没有火，也没有电...	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.GRANARY_NC	储粮能手！	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_AVOCADO_OVERSIZED	这么可爱，我都不忍心吃了怎么办。	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_PINEAPPLE_OVERSIZED	这么可爱，我都不忍心吃了怎么办。	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_TELEGATE_BLUE	传送门耶～	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.TURF_FT_TURF7	灰色大石砖	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.CANARY2	一只小黄鸟，看起来很优雅。	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_PISTACHIO	阳光？水分？一切刚刚好，准备好迎接一片丰收吧！	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_PINEAPPLE_COOKED	烤水果？怪怪的味道。	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_STONESWORD	一把被困在石头中的剑……就像我的心被悲伤束缚一样	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_FUNGI	一个充满神秘的小菌衣	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_BUCKET	装水的木桶	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_PINEAPPLE_OVERSIZED_WAXED	这么可爱，我都不忍心吃了怎么办。	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FARM_PLANT_FT_STRAWBERRY	希望它可以培育出小精灵。	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_MANGOSTEEN_OVERSIZED_ROTTEN	我不该放着它不管的，它快要消失了。	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.THSJ_ROCKTIPS	这上面的符号有什么特殊意义吗	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.MONKEY2	我敢打赌，它比看起来更聪明。	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_STRAWBERRY_FAIRY	好帮手，她会帮我照顾草莓欸~!	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_FOXMASK_MALE	谁把玩具丢了	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FARM_PLANT_FT_LICHEE	希望它可以培育出小精灵。	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_HEXSTICK	这小棍子看着吓人，但实际上也很吓人！	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_PINEAPPLE_FAIRY	好帮手，她会帮我照顾菠萝欸~!	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_WHEAT_SEED	一颗微小的生命火花，注定会消逝	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FARM_PLANT_FT_MANGOSTEEN	希望它可以培育出小精灵。	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.MOOSE3	那是一只大鸟……还是一头鹿？	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.CATCOON2	一个淘气的小家伙，最好盯紧点。	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_STRAWBERRY_SEEDS	种在地里会有意外收获。	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_BUILDSTAFF	又是魔法的力量	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_WANXIANGBAG	真好用的小包包~	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_BUNDLEWRAP	这是瓶子，还是一个小行李箱？	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.TURF_FT_TURF2	格子地砖2	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.THSJ_WINGS	精灵女王掉落的翅膀	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_LOTUSSTATUE	来自于童话故事的魔法	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_AVOCADO_FAIRY	好帮手，她会帮我照顾牛油果欸~!	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.GRANARY_NC_BUILT	储粮能手！	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_COIN	看起来要把箱子填满才行	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.THSJ_TMB	沛玲姐姐很喜欢这个鞭子	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_COFFEETABLE	一个会发光的茶几	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_SUNFLOWER	向日葵可不只是美丽的花，还有不屈的意志	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.NOCHANGXIAOWU0	小动物的工作间~	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_TASK_MAIL	工会邮箱	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_PINEAPPLE	清爽可口。	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_STONECONTAINER	是个奇形怪状的箱子呢	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_BEARGER_EGG	熊獾蛋	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_STRAWBERRY_OVERSIZED_ROTTEN	我不该放着它不管的，它快要消失了。	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_NAVIGATION	这里有童话镇的导游小松鼠耶~！	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_GRAPEFRUIT_TREE_EMPTY	会发光的西柚树耶~！	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_STRAWBERRY_OVERSIZED_WAXED	这么可爱，我都不忍心吃了怎么办。	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_CANDLEFLOWER	捕捉小精灵种在地上	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_STRAWBERRY	清爽可口。	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_MUD	脏兮兮的，但是可以施肥	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_CANDLEFLOWER_ITEM	烛花的掉落物	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_HOTPOT	火锅一起吃才香！	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_AUTUMNHAT	是崇子从异时空带回来的	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_LICHEE_OVERSIZED_ROTTEN	我不该放着它不管的，它快要消失了。	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_SUNFLOWERSEEDS_DRY	吃瓜必备，小心上火	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.TURF_FT_TURF13	深灰大格子地板	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_CHERRY_SEEDS	种在地里会有意外收获。	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_BEARGER_FACTORY	熊獾木材厂	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.COMMAND_STAFF	有了这个，我就是混乱的指挥大师！	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_HJMHAMMER	你没有麻麻吗？我带你回家好了~	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_FOXBAG	这柔软的粉色，让我想起了那些飘在记忆深处的梦……好安宁	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_CHERRY_COOKED	烤水果？怪怪的味道。	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_YELLOWPEACH_TREE_FULL	会发光的黄桃树耶~！	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_DEERCLOPS_EGG	独眼巨鹿蛋	
STRINGS.CHARACTERS.GENERIC.DESCRIBE.FT_YELLOWPEACH_TREE_EMPTY	会发光的黄桃树耶~！	
